bookTitle,authorName,average_rating,num_ratings
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.14,"282,637"
The BFG,Roald Dahl,4.23,"483,319"
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,"891,786"
Robinson Crusoe,Daniel Defoe,3.68,"305,269"
زندگی مه آلود پریا,سید مرتضی مصطفوی,3.32,"1,014"
Room,Emma Donoghue,4.08,"804,742"
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,"202,890"
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,"326,880"
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,"230,765"
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.10,"360,654"
Doctor Zhivago,Boris Pasternak,4.01,"96,913"
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.39,"384,782"
Midnight’s Children,Salman Rushdie,3.98,"124,027"
The English Patient,Michael Ondaatje,3.86,"132,227"
Dear John,Nicholas Sparks,4.04,"598,951"
The Last Song,Nicholas Sparks,4.16,"555,080"
The Firm,John Grisham,4.10,"799,041"
The Remains of the Day,Kazuo Ishiguro,4.14,"304,967"
The Plague,Albert Camus,4.02,"264,846"
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,"1,264,666"
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.98,"323,401"
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,"214,105"
A Little Life,Hanya Yanagihara,4.33,"627,127"
Like Water for Chocolate,Laura Esquivel,3.95,"367,319"
My Ántonia,Willa Cather,3.83,"138,157"
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,"356,981"
Coraline,Neil Gaiman,4.12,"694,679"
"Red Queen (Red Queen, #1)",Victoria Aveyard,4.00,"1,014,339"
Midnight in the Garden of Good and Evil,John Berendt,3.92,"270,983"
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.16,"165,739"
Breakfast at Tiffany’s and Three Stories,Truman Capote,3.85,"265,317"
Breakfast of Champions,Kurt Vonnegut Jr.,4.07,"261,046"
The Origin of Species,Charles Darwin,4.01,"114,756"
All the Bright Places,Jennifer Niven,4.13,"566,451"
A Streetcar Named Desire,Tennessee Williams,3.98,"311,233"
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,"369,729"
The Prince,Niccolò Machiavelli,3.84,"338,699"
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,"436,172"
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,"1,028,169"
"Hopeless (Hopeless, #1)",Colleen Hoover,4.25,"573,829"
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.33,"1,063,999"
A Fine Balance,Rohinton Mistry,4.37,"149,718"
"The One (The Selection, #3)",Kiera Cass,4.15,"689,078"
Infinite Jest,David Foster Wallace,4.25,"92,087"
Death of a Salesman,Arthur Miller,3.57,"234,978"
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.38,"936,244"
The Virgin Suicides,Jeffrey Eugenides,3.80,"339,902"
"Evermore (The Immortals, #1)",Alyson Noel,3.59,"290,764"
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,"732,526"
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,"200,173"
Carrie,Stephen King,3.99,"724,342"
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.29,"532,220"
Jonathan Strange & Mr. Norrell,Susanna Clarke,3.86,"236,820"
The Scarlet Pimpernel,Emmuska Orczy,4.07,"135,598"
"The Host (The Host, #1)",Stephenie Meyer,3.86,"1,007,591"
Snow Flower and the Secret Fan,Lisa See,4.09,"372,893"
"The Angel Experiment (Maximum Ride, #1)",James Patterson,4.07,"224,887"
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.97,"452,039"
"Matched (Matched, #1)",Ally Condie,3.63,"780,498"
Pet Sematary,Stephen King,4.06,"593,672"
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,"547,035"
"Faust, First Part",Johann Wolfgang von Goethe,3.85,"76,167"
Where the Crawdads Sing,Delia Owens,4.39,"3,006,411"
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.00,"684,391"
Circe,Madeline Miller,4.24,"1,060,826"
High Fidelity,Nick Hornby,3.91,"201,879"
We Were Liars,E. Lockhart,3.67,"1,148,998"
The Shipping News,Annie Proulx,3.88,"146,249"
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.60,"787,530"
Northanger Abbey,Jane Austen,3.85,"402,185"
The Tales of Beedle the Bard,J.K. Rowling,4.04,"489,066"
"The Chosen (Reuven Malther, #1)",Chaim Potok,4.07,"93,517"
Houdini Heart,Ki Longfellow,3.84,"5,466"
Shantaram,Gregory David Roberts,4.27,"216,680"
Nineteen Minutes,Jodi Picoult,4.16,"371,581"
Waiting for Godot,Samuel Beckett,3.84,"202,236"
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.47,"900,692"
To the Lighthouse,Virginia Woolf,3.80,"184,091"
Persuasion,Jane Austen,4.15,"704,256"
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,"470,584"
"Neuromancer (Sprawl, #1)",William Gibson,3.90,"327,853"
The Reader,Bernhard Schlink,3.78,"211,325"
Redeeming Love,Francine Rivers,4.51,"323,027"
"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,"347,196"
"The Lost Symbol (Robert Langdon, #3)",Dan       Brown,3.75,"609,860"
"Red, White & Royal Blue",Casey McQuiston,4.09,"995,219"
The Age of Innocence,Edith Wharton,3.97,"175,127"
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,"653,777"
The Exorcist,William Peter Blatty,4.20,"235,227"
Dubliners,James Joyce,3.84,"156,675"
The Waste Land,T.S. Eliot,4.11,"54,214"
The Invisible Life of Addie LaRue,V.E.  Schwab,4.19,"1,077,591"
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,"907,126"
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.85,"557,504"
The Goldfinch,Donna Tartt,3.94,"927,801"
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.43,"180,707"
"Betrayed (House of Night, #2)",P.C. Cast,3.92,"267,573"
The Pearl,John Steinbeck,3.53,"238,654"
The Twilight Collection,Stephenie Meyer,3.81,"46,511"
The Republic,Plato,3.96,"204,834"
The Jungle,Upton Sinclair,3.77,"145,726"
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.28,"963,134"
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.48,"1,579,212"
"Angels & Demons (Robert Langdon, #1)",Dan       Brown,3.94,"3,211,930"
A Christmas Carol,Charles Dickens,4.08,"842,913"
Me Talk Pretty One Day,David Sedaris,4.01,"699,486"
"Voyager (Outlander, #3)",Diana Gabaldon,4.39,"308,922"
Snow Falling on Cedars,David Guterson,3.86,"187,229"
"Night  (The Night Trilogy, #1)",Elie Wiesel,4.37,"1,247,890"
Everything is Illuminated,Jonathan Safran Foer,3.89,"179,757"
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,"276,943"
The Nightingale,Kristin Hannah,4.62,"1,372,350"
"Untamed (House of Night, #4)",P.C. Cast,3.94,"236,015"
"I, Claudius (Claudius, #1)",Robert Graves,4.24,"66,759"
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.01,"458,065"
Emma,Jane Austen,4.05,"888,792"
A Room with a View,E.M. Forster,3.90,"184,411"
The War of the Worlds,H.G. Wells,3.83,"315,024"
Bleak House,Charles Dickens,4.02,"108,790"
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,"368,357"
The Complete Poems of Emily Dickinson,Emily Dickinson,4.27,"97,820"
"The Elite (The Selection, #2)",Kiera Cass,3.95,"773,864"
"Chosen (House of Night, #3)",P.C. Cast,3.91,"244,940"
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,"492,430"
انتحار فاشل,أحمد جمال الدين رمضان,4.59,"3,062"
The Woman in White,Wilkie Collins,4.01,"154,683"
Of Human Bondage,W. Somerset Maugham,4.14,"57,197"
World War Z: An Oral History of the Zombie War,Max Brooks,4.02,"526,642"
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.01,"522,252"
The God Delusion,Richard Dawkins,3.90,"268,415"
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.10,"117,679"
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,"972,441"
North and South,Elizabeth Gaskell,4.15,"170,290"
العصبي,أحمد جمال الدين رمضان,4.64,"2,663"
Brideshead Revisited,Evelyn Waugh,4.00,"113,842"
Ugly Love,Colleen Hoover,4.05,"1,832,675"
Sense and Sensibility,Jane Austen,4.08,"1,192,355"
"Unwind (Unwind, #1)",Neal Shusterman,4.17,"229,835"
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.88,"212,773"
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.20,"185,832"
The Elephant Tree,R.D. Ronald,3.69,"27,041"
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,"246,596"
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.93,"963,060"
Snow Crash,Neal Stephenson,4.02,"280,579"
Johnny Got His Gun,Dalton Trumbo,4.20,"44,082"
Vanity Fair,William Makepeace Thackeray,3.80,"128,284"
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.14,"548,029"
"Bared to You (Crossfire, #1)",Sylvia Day,4.14,"527,557"
"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,"138,186"
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.17,"314,177"
"Torment (Fallen, #2)",Lauren Kate,3.85,"235,115"
"Cry, the Beloved Country",Alan Paton,3.92,"74,905"
The Left Hand of Darkness,Ursula K. Le Guin,4.10,"182,916"
Much Ado About Nothing,William Shakespeare,4.06,"244,732"
Far From the Madding Crowd,Thomas Hardy,3.96,"153,638"
Are You My Mother?,P.D. Eastman,4.21,"243,793"
The Polar Express,Chris Van Allsburg,4.32,"240,956"
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.80,"222,405"
A Monster Calls,Patrick Ness,4.35,"266,270"
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.24,"507,228"
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.76,"352,865"
Sarah's Key,Tatiana de Rosnay,4.18,"475,421"
Macbeth,William Shakespeare,3.89,"900,255"
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.55,"68,261"
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.21,"291,030"
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.10,"396,672"
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,"125,851"
"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.02,"171,895"
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,"158,121"
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.04,"259,967"
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.17,"717,604"
Just Listen,Sarah Dessen,4.05,"247,020"
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.22,"199,344"
The Last Lecture,Randy Pausch,4.26,"345,880"
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,"343,961"
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.11,"191,192"
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,"351,930"
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.08,"283,260"
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.26,"253,699"
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.16,"192,385"
I'll Give You the Sun,Jandy Nelson,4.16,"336,325"
"Sabriel (Abhorsen,  #1)",Garth Nix,4.17,"208,392"
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.20,"269,542"
Cutting for Stone,Abraham   Verghese,4.32,"388,215"
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.62,"666,621"
The Truth About Forever,Sarah Dessen,4.12,"223,017"
Twelfth Night,William Shakespeare,3.97,"182,985"
Nine Stories,J.D. Salinger,4.18,"147,626"
"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,"97,640"
"Du côté de chez Swann (À la recherche du temps perdu, #1)",Marcel Proust,4.14,"58,218"
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.41,"370,018"
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.11,"495,412"
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.02,"183,053"
The Westing Game,Ellen Raskin,4.00,"213,526"
"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.10,"167,445"
No Country for Old Men,Cormac McCarthy,4.16,"201,173"
Lady Chatterley’s Lover,D.H. Lawrence,3.50,"125,929"
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.14,"143,590"
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,"341,889"
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.12,"259,182"
The Art of War,Sun Tzu,3.96,"490,742"
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56,"59,822"
The Hours,Michael Cunningham,3.95,"141,475"
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.25,"421,148"
"You Are Special (Wemmicksville, #1)",Max Lucado,4.45,"52,529"
I Capture the Castle,Dodie Smith,4.00,"104,670"
Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.14,"112,663"
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.30,"86,593"
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.30,"761,542"
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.59,"1,557,908"
"Slammed (Slammed, #1)",Colleen Hoover,4.17,"367,577"
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.18,"120,029"
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.10,"255,743"
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.35,"251,032"
Julius Caesar,William Shakespeare,3.70,"204,375"
The Glass Menagerie,Tennessee Williams,3.73,"133,720"
Cyrano de Bergerac,Edmond Rostand,4.06,"84,581"
"The Talisman (The Talisman, #1)",Stephen King,4.12,"130,055"
The Zombie Room,R.D. Ronald,3.74,"28,179"
"World Without End (Kingsbridge, #2)",Ken Follett,4.31,"250,975"
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.36,"685,268"
The Arabian Nights,Anonymous,4.03,"77,295"
We Need to Talk About Kevin,Lionel Shriver,4.08,"195,540"
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.36,"1,033,290"
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,"318,320"
Interpreter of Maladies,Jhumpa Lahiri,4.17,"193,761"
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.91,"152,199"
"Hunted (House of Night, #5)",P.C. Cast,3.92,"182,951"
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.03,"381,549"
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,"298,504"
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.97,"194,271"
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.65,"1,912,342"
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.00,"158,231"
Daisy Jones & The Six,Taylor Jenkins Reid,4.21,"1,497,666"
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.35,"132,878"
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.70,"163,371"
Before I Fall,Lauren Oliver,3.89,"337,705"
The Merchant of Venice,William Shakespeare,3.78,"188,483"
A Brief History of Time,Stephen Hawking,4.21,"433,195"
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.30,"297,037"
The Silent Patient,Alex Michaelides,4.18,"2,194,966"
All the King’s Men,Robert Penn Warren,4.09,"63,580"
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.33,"193,200"
"The Secret (The Secret, #1)",Rhonda Byrne,3.73,"479,342"
"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.90,"582,712"
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,"114,668"
Invisible Monsters,Chuck Palahniuk,4.00,"143,817"
"They Both Die at the End (They Both Die at the End Series, 1)",Adam Silvera,3.77,"744,496"
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.18,"312,698"
I Am Legend and Other Stories,Richard Matheson,4.00,"131,469"
"Inferno (Robert Langdon, #4)",Dan       Brown,3.89,"550,675"
"1Q84 (1Q84, #1-3)",Haruki Murakami,3.94,"260,285"
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.15,"277,151"
House of Leaves,Mark Z. Danielewski,4.09,"170,778"
The Ocean at the End of the Lane,Neil Gaiman,4.02,"619,659"
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,"439,404"
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.89,"132,524"
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.05,"86,280"
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.04,"900,246"
Gravity’s Rainbow,Thomas Pynchon,4.00,"44,213"
The Glass Castle,Jeannette Walls,4.31,"1,216,468"
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.47,"723,718"
"Into the Wild (Warriors, #1)",Erin Hunter,4.31,"105,143"
Foucault’s Pendulum,Umberto Eco,3.91,"70,174"
Something Wicked This Way Comes,Ray Bradbury,3.91,"133,380"
We Have Always Lived in the Castle,Shirley Jackson,3.93,"228,456"
The Love Hypothesis,Ali Hazelwood,4.15,"1,397,330"
Peace Like a River,Leif Enger,4.01,"90,630"
Mythology,Edith Hamilton,4.03,"55,645"
"Poison Study (Study, #1)",Maria V. Snyder,4.10,"165,980"
The Girl on the Train,Paula Hawkins,3.96,"2,951,467"
A Man Called Ove,Fredrik Backman,4.38,"1,036,244"
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.11,"935,904"
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.72,"217,196"
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.01,"267,078"
Seabiscuit: An American Legend,Laura Hillenbrand,4.22,"162,921"
Battle Royale,Koushun Takami,4.26,"76,012"
The Night Before Christmas,Clement Clarke Moore,4.39,"122,983"
The Bluest Eye,Toni Morrison,4.11,"253,896"
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,"432,441"
Dandelion Wine,Ray Bradbury,4.08,"70,479"
The Memory Keeper's Daughter,Kim Edwards,3.70,"600,625"
"Where She Went (If I Stay, #2)",Gayle Forman,3.98,"295,374"
A People’s History of the United States,Howard Zinn,4.08,"244,097"
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,3.89,"254,027"
Verity,Colleen Hoover,4.32,"2,702,593"
Native Son,Richard Wright,4.03,"99,244"
The History of Love,Nicole Krauss,3.92,"135,851"
On Writing: A Memoir of the Craft,Stephen King,4.34,"288,419"
The Holy Bible: King James Version,Anonymous,4.44,"293,517"
"Gone (Gone, #1)",Michael  Grant,3.86,"201,757"
"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,"233,752"
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.33,"86,259"
If on a Winter’s Night a Traveler,Italo Calvino,4.03,"98,278"
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.43,"331,972"
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,"327,894"
"Darkfever (Fever, #1)",Karen Marie Moning,4.06,"181,418"
"Champion (Legend, #3)",Marie Lu,4.32,"218,174"
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.50,"110,959"
Watchers,Dean Koontz,4.18,"164,554"
"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,"109,022"
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,"89,626"
"The Dark Tower (The Dark Tower, #7)",Stephen King,4.28,"173,568"
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.27,"130,672"
John Adams,David McCullough,4.08,"361,640"
The Magus,John Fowles,4.05,"58,723"
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,"211,145"
The Wasp Factory,Iain Banks,3.77,"97,134"
"Dome: Rebellion (Dome, #1)",Johnathon Nicolaou,4.49,252
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.27,"439,140"
The Long Walk,Richard Bachman,4.08,"186,722"
Miracle,Johnathon Nicolaou,4.52,207
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.16,"435,304"
Possession,A.S. Byatt,3.89,"80,313"
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,"211,009"
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.44,"178,196"
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.69,"552,989"
Grimm's Fairy Tales,Jacob Grimm,4.12,"27,876"
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,"551,798"
House of Sand and Fog,Andre Dubus III,3.86,"133,100"
Of Monsters And Planes,Johnathon Nicolaou,4.62,219
The Blind Assassin,Margaret Atwood,3.96,"155,698"
"Pretties (Uglies, #2)",Scott Westerfeld,3.84,"262,101"
Papillon,Henri Charrière,4.23,"70,002"
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.31,"134,935"
The Agony and the Ecstasy,Irving Stone,4.09,"90,608"
The Sirens of Titan,Kurt Vonnegut Jr.,4.15,"141,837"
Veronika Decides to Die,Paulo Coelho,3.73,"221,829"
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.25,"92,829"
Cosmos,Carl Sagan,4.39,"146,555"
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,"852,437"
Sharp Objects,Gillian Flynn,4.02,"1,045,779"
Geek Love,Katherine Dunn,3.96,"67,705"
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,"260,391"
Normal People,Sally Rooney,3.81,"1,396,514"
How to Win Friends and Influence People,Dale Carnegie,4.22,"984,197"
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,"180,603"
The Iliad,Homer,3.91,"456,394"
Corelli’s Mandolin,Louis de Bernières,4.02,"86,854"
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.99,"268,911"
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.84,"705,881"
Prodigal Summer,Barbara Kingsolver,4.03,"114,741"
Under the Dome,Stephen King,3.92,"300,528"
